nome,ano,sexo
Ana,1983,F
Bonnie,1983,F
Robyn,1983,F
Kristine,1983,F
Autumn,1983,F
Carmen,1983,F
Mindy,1983,F
Yolanda,1983,F
Alyssa,1983,F
Sophia,1983,F
Joy,1983,F
Trisha,1983,F
Meagan,1983,F
Daisy,1983,F
Jenna,1983,F
Janelle,1983,F
Summer,1983,F
Toni,1983,F
Paula,1983,F
Carly,1983,F
Gloria,1983,F
Evelyn,1983,F
Ruth,1983,F
Kelsey,1983,F
Melody,1983,F
Naomi,1983,F
Christie,1983,F
Olivia,1983,F
Debra,1983,F
Kellie,1983,F
Shelly,1983,F
Krystle,1983,F
Rose,1983,F
Adriana,1983,F
Randi,1983,F
Rosa,1983,F
Shanna,1983,F
Sylvia,1983,F
Lydia,1983,F
Grace,1983,F
Marisa,1983,F
Lacy,1983,F
Brianna,1983,F
Charlene,1983,F
Sonia,1983,F
Ellen,1983,F
Laurie,1983,F
Ashleigh,1983,F
Sheila,1983,F
Nikki,1983,F
Carol,1983,F
Keri,1983,F
Bianca,1983,F
Rhonda,1983,F
Karla,1983,F
Sherry,1983,F
Brittney,1983,F
Haley,1983,F
Tamika,1983,F
Jeanette,1983,F
Stacie,1983,F
Tia,1983,F
Sonya,1983,F
Rachelle,1983,F
Kelley,1983,F
Yvonne,1983,F
Terri,1983,F
Anita,1983,F
Jessie,1983,F
Frances,1983,F
Leigh,1983,F
Shauna,1983,F
Esther,1983,F
Kerri,1983,F
Mayra,1983,F
Claire,1983,F
Helen,1983,F
Traci,1983,F
Leticia,1983,F
Maureen,1983,F
Katharine,1983,F
Tabatha,1983,F
Charlotte,1983,F
Raquel,1983,F
Trista,1983,F
Eva,1983,F
Roxanne,1983,F
Angelina,1983,F
Tessa,1983,F
Charity,1983,F
Brandie,1983,F
Annie,1983,F
Elaine,1983,F
Kristie,1983,F
Lynn,1983,F
Kerry,1983,F
Tracey,1983,F
Jane,1983,F
Johanna,1983,F
Shelley,1983,F
Janice,1983,F
Kasey,1983,F
Kathy,1983,F
Amelia,1983,F
Dorothy,1983,F
Chrystal,1983,F
Irene,1983,F
Alissa,1983,F
Latisha,1983,F
Jana,1983,F
Yvette,1983,F
Maggie,1983,F
Bobbie,1983,F
Carissa,1983,F
Jami,1983,F
Miriam,1983,F
Lesley,1983,F
Jade,1983,F
Brianne,1983,F
Tanisha,1983,F
Annette,1983,F
Jocelyn,1983,F
Shana,1983,F
Kirsten,1983,F
Jennie,1983,F
Staci,1983,F
Gabriela,1983,F
Elisabeth,1983,F
Alice,1983,F
Hillary,1983,F
Chasity,1983,F
Becky,1983,F
Mallory,1983,F
Briana,1983,F
Eileen,1983,F
Juanita,1983,F
Rochelle,1983,F
Taylor,1983,F
Patrice,1983,F
Elisa,1983,F
Jackie,1983,F
Jolene,1983,F
Lyndsey,1983,F
Faith,1983,F
Sally,1983,F
Hilary,1983,F
Hollie,1983,F
Ariel,1983,F
Jenifer,1983,F
Karina,1983,F
Shelby,1983,F
Christa,1983,F
Constance,1983,F
Latonya,1983,F
Tricia,1983,F
Joyce,1983,F
Sandy,1983,F
Cecilia,1983,F
Alana,1983,F
Antoinette,1983,F
Gabrielle,1983,F
Camille,1983,F
Clarissa,1983,F
Connie,1983,F
Amie,1983,F
Audra,1983,F
Judith,1983,F
Marilyn,1983,F
Lorena,1983,F
Ryan,1983,F
Tameka,1983,F
Jody,1983,F
Leanne,1983,F
Gretchen,1983,F
Serena,1983,F
Rita,1983,F
Ruby,1983,F
Aubrey,1983,F
Paige,1983,F
Fallon,1983,F
Keisha,1983,F
Belinda,1983,F
Angie,1983,F
Devon,1983,F
Michael,1983,F
Ericka,1983,F
Jodie,1983,F
Beverly,1983,F
Betty,1983,F
Elena,1983,F
Joanne,1983,F
Katy,1983,F
Lakisha,1983,F
Elise,1983,F
Kira,1983,F
Sherri,1983,F
Cortney,1983,F
Emma,1983,F
Alexandria,1983,F
Kristal,1983,F
Janine,1983,F
Guadalupe,1983,F
Chelsey,1983,F
Alejandra,1983,F
Shayla,1983,F
Sasha,1983,F
Darlene,1983,F
Ginger,1983,F
Elisha,1983,F
Celeste,1983,F
Jean,1983,F
Alma,1983,F
Justine,1983,F
Billie,1983,F
Judy,1983,F
Marisol,1983,F
Bobbi,1983,F
Nora,1983,F
Norma,1983,F
Lakeisha,1983,F
Destiny,1983,F
Corinne,1983,F
Lara,1983,F
Terra,1983,F
Maribel,1983,F
Alisa,1983,F
Kaitlin,1983,F
Shirley,1983,F
Christen,1983,F
Hope,1983,F
Jordan,1983,F
Christin,1983,F
Rosemary,1983,F
Dianna,1983,F
Rosanna,1983,F
Genevieve,1983,F
Breanna,1983,F
Josephine,1983,F
Sheri,1983,F
Adrian,1983,F
Mia,1983,F
Joni,1983,F
Jayme,1983,F
Alyson,1983,F
Bridgette,1983,F
Chandra,1983,F
Meaghan,1983,F
Larissa,1983,F
Allyson,1983,F
Lora,1983,F
Marlene,1983,F
Tracie,1983,F
Dominique,1983,F
Yesenia,1983,F
Callie,1983,F
Lillian,1983,F
Joann,1983,F
Adrianne,1983,F
Tiffani,1983,F
Lena,1983,F
Margarita,1983,F
Esmeralda,1983,F
Leann,1983,F
Laurel,1983,F
Chanel,1983,F
Savannah,1983,F
Teri,1983,F
Isabel,1983,F
Lorraine,1983,F
Katelyn,1983,F
Raven,1983,F
Jacklyn,1983,F
Ashlie,1983,F
Abbey,1983,F
Carolina,1983,F
Christopher,1983,F
Shameka,1983,F
Dena,1983,F
Blair,1983,F
Lynette,1983,F
Vivian,1983,F
Christi,1983,F
Mandi,1983,F
Lucy,1983,F
Blanca,1983,F
Noelle,1983,F
Alaina,1983,F
Tiffanie,1983,F
Tera,1983,F
Kim,1983,F
Betsy,1983,F
Celia,1983,F
Lakesha,1983,F
Shari,1983,F
Lyndsay,1983,F
Gwendolyn,1983,F
Tania,1983,F
Aisha,1983,F
Iris,1983,F
Kenya,1983,F
Marsha,1983,F
Kimberley,1983,F
Susana,1983,F
Tiara,1983,F
Melisa,1983,F
Marina,1983,F
Casandra,1983,F
Anastasia,1983,F
Ariana,1983,F
Natalia,1983,F
Chantel,1983,F
Lee,1983,F
Nadia,1983,F
Cathy,1983,F
Maranda,1983,F
Arlene,1983,F
Selena,1983,F
Angelique,1983,F
Bernadette,1983,F
Brenna,1983,F
Candy,1983,F
Christian,1983,F
Hayley,1983,F
Darcy,1983,F
Liliana,1983,F
Rhiannon,1983,F
Latrice,1983,F
Marianne,1983,F
Taryn,1983,F
Cassidy,1983,F
Tami,1983,F
Britney,1983,F
Marcia,1983,F
Trina,1983,F
Kyla,1983,F
Luz,1983,F
Lea,1983,F
Elissa,1983,F
Joan,1983,F
Rocio,1983,F
Lashonda,1983,F
Loretta,1983,F
Debbie,1983,F
Kacie,1983,F
Kaleena,1983,F
Lana,1983,F
Daniela,1983,F
Mariah,1983,F
Athena,1983,F
Cherie,1983,F
Devin,1983,F
Roberta,1983,F
Juliana,1983,F
Jasmin,1983,F
Breanne,1983,F
Tiana,1983,F
Jeannette,1983,F
Asia,1983,F
Antonia,1983,F
Janette,1983,F
Jeanne,1983,F
Tatiana,1983,F
Ashly,1983,F
Deana,1983,F
Liza,1983,F
Myra,1983,F
David,1983,F
Dina,1983,F
Wanda,1983,F
Matthew,1983,F
Racheal,1983,F
Silvia,1983,F
Sonja,1983,F
Christal,1983,F
Mollie,1983,F
Clara,1983,F
Mercedes,1983,F
Talia,1983,F
Cheri,1983,F
Janie,1983,F
Deidre,1983,F
Alecia,1983,F
Shamika,1983,F
Daphne,1983,F
Tori,1983,F
Valarie,1983,F
Lacie,1983,F
Martina,1983,F
Corina,1983,F
Kimberlee,1983,F
Lucia,1983,F
Francesca,1983,F
Georgia,1983,F
Araceli,1983,F
Josie,1983,F
Kassandra,1983,F
Cari,1983,F
Janna,1983,F
Jeannie,1983,F
Marjorie,1983,F
Meghann,1983,F
Dayna,1983,F
Penny,1983,F
Michaela,1983,F
Maritza,1983,F
Ivy,1983,F
Corey,1983,F
Maya,1983,F
Tierra,1983,F
Edith,1983,F
Glenda,1983,F
Janell,1983,F
Marcella,1983,F
Marla,1983,F
Peggy,1983,F
Holli,1983,F
Tosha,1983,F
James,1983,F
Eliza,1983,F
Leanna,1983,F
Maryann,1983,F
Shawn,1983,F
Tanesha,1983,F
Kala,1983,F
Cristy,1983,F
Gail,1983,F
Nadine,1983,F
Nicolette,1983,F
Shanika,1983,F
Adriane,1983,F
Kacey,1983,F
Kaitlyn,1983,F
Kandice,1983,F
Kia,1983,F
Mackenzie,1983,F
Catrina,1983,F
Leeann,1983,F
Simone,1983,F
Ingrid,1983,F
Misti,1983,F
Precious,1983,F
Bridgett,1983,F
Cori,1983,F
Ramona,1983,F
Andria,1983,F
Chelsie,1983,F
Delia,1983,F
John,1983,F
Karissa,1983,F
Ladonna,1983,F
Madeline,1983,F
Deidra,1983,F
Eleanor,1983,F
Jeanine,1983,F
Marcie,1983,F
Vicki,1983,F
Susanna,1983,F
Tarah,1983,F
Beatriz,1983,F
Kylie,1983,F
Sofia,1983,F
Desirae,1983,F
Marci,1983,F
Noemi,1983,F
Olga,1983,F
Geneva,1983,F
Daniel,1983,F
Rena,1983,F
Beatrice,1983,F
Jesse,1983,F
Robert,1983,F
Selina,1983,F
Shayna,1983,F
Aileen,1983,F
Dara,1983,F
Pauline,1983,F
Delilah,1983,F
Sheree,1983,F
Princess,1983,F
Latosha,1983,F
Aja,1983,F
Arielle,1983,F
Brandon,1983,F
Doris,1983,F
Laquita,1983,F
Maura,1983,F
Kendall,1983,F
Kristyn,1983,F
Octavia,1983,F
Adrianna,1983,F
Hanna,1983,F
Julianne,1983,F
Laci,1983,F
Shantel,1983,F
Alanna,1983,F
Alesha,1983,F
Jason,1983,F
Ciji,1983,F
Loren,1983,F
Marlena,1983,F
Chastity,1983,F
Elyse,1983,F
Kyle,1983,F
Malinda,1983,F
Ashely,1983,F
Candi,1983,F
Lynda,1983,F
Mara,1983,F
Justina,1983,F
Karin,1983,F
Dora,1983,F
Eboni,1983,F
Renae,1983,F
Sharonda,1983,F
Charmaine,1983,F
Elsa,1983,F
Linsey,1983,F
Joshua,1983,F
Kirby,1983,F
Casie,1983,F
Celina,1983,F
Lucinda,1983,F
Marcy,1983,F
Edna,1983,F
Tonia,1983,F
Janel,1983,F
Brynn,1983,F
Gillian,1983,F
Carina,1983,F
Kathrine,1983,F
Yadira,1983,F
Cora,1983,F
Venessa,1983,F
Abbie,1983,F
Karrie,1983,F
Tanika,1983,F
Carey,1983,F
Janae,1983,F
Monika,1983,F
Noel,1983,F
Rene,1983,F
Tenisha,1983,F
Emilie,1983,F
Lashanda,1983,F
Sheryl,1983,F
Alexa,1983,F
Darla,1983,F
Irma,1983,F
Dolores,1983,F
Nakia,1983,F
Justin,1983,F
Sadie,1983,F
Gladys,1983,F
Danelle,1983,F
Terry,1983,F
Brandee,1983,F
Emilee,1983,F
Leila,1983,F
Lourdes,1983,F
Shanda,1983,F
Jenelle,1983,F
Sherrie,1983,F
Joseph,1983,F
Kyra,1983,F
Demetria,1983,F
Cristin,1983,F
Kami,1983,F
Kisha,1983,F
Stella,1983,F
Georgina,1983,F
Jo,1983,F
Maricela,1983,F
Roxana,1983,F
Cristal,1983,F
Deirdre,1983,F
Helena,1983,F
Kali,1983,F
Lily,1983,F
Lynsey,1983,F
Tammie,1983,F
Candis,1983,F
Shaina,1983,F
Latanya,1983,F
Wendi,1983,F
Fatima,1983,F
Siobhan,1983,F
Cheyenne,1983,F
Tisha,1983,F
Juana,1983,F
Mariana,1983,F
Shavon,1983,F
Sydney,1983,F
Tamra,1983,F
Louise,1983,F
Giselle,1983,F
Lizette,1983,F
Hilda,1983,F
Jeri,1983,F
Rosalinda,1983,F
Rosemarie,1983,F
Stephaine,1983,F
Margo,1983,F
Shasta,1983,F
Corrie,1983,F
Kassie,1983,F
Rikki,1983,F
Sierra,1983,F
Deena,1983,F
Elaina,1983,F
Melina,1983,F
Daniella,1983,F
Tess,1983,F
Annemarie,1983,F
Graciela,1983,F
Griselda,1983,F
Vicky,1983,F
Jeanna,1983,F
Kaci,1983,F
Cecelia,1983,F
Francine,1983,F
Karyn,1983,F
Loni,1983,F
Afton,1983,F
Andrew,1983,F
Jeannine,1983,F
Maegan,1983,F
William,1983,F
Angelia,1983,F
Annmarie,1983,F
Jaimie,1983,F
Roxanna,1983,F
Jenni,1983,F
Kati,1983,F
Lindy,1983,F
Richelle,1983,F
Shalonda,1983,F
Stacia,1983,F
Cory,1983,F
Kristan,1983,F
Marta,1983,F
Shara,1983,F
Falon,1983,F
Hailey,1983,F
Echo,1983,F
June,1983,F
Sherita,1983,F
Valencia,1983,F
Chloe,1983,F
Corrine,1983,F
Darci,1983,F
Marian,1983,F
Ronda,1983,F
Shanita,1983,F
Tabetha,1983,F
Jeana,1983,F
Mari,1983,F
Stevie,1983,F
Cathleen,1983,F
Sondra,1983,F
Colette,1983,F
India,1983,F
Jena,1983,F
Jonathan,1983,F
Liana,1983,F
Malissa,1983,F
Kourtney,1983,F
Aurora,1983,F
Charissa,1983,F
Ciara,1983,F
Shanta,1983,F
Marion,1983,F
Mellisa,1983,F
Zoe,1983,F
Chiquita,1983,F
Dwan,1983,F
Ivory,1983,F
Jamila,1983,F
Mellissa,1983,F
Shante,1983,F
Vickie,1983,F
Aaron,1983,F
Chantelle,1983,F
Danica,1983,F
Gena,1983,F
Phyllis,1983,F
Shonda,1983,F
Stefani,1983,F
Sue,1983,F
Ami,1983,F
Clare,1983,F
Jesica,1983,F
Nikole,1983,F
Pearl,1983,F
Britni,1983,F
Eve,1983,F
Lakeshia,1983,F
Leilani,1983,F
Quiana,1983,F
Tristan,1983,F
Eugenia,1983,F
Dianne,1983,F
Kiley,1983,F
Lynne,1983,F
Salina,1983,F
Viviana,1983,F
Bertha,1983,F
Fawn,1983,F
Hallie,1983,F
Ashli,1983,F
Juliet,1983,F
Perla,1983,F
Rebeca,1983,F
Roseanna,1983,F
Anthony,1983,F
Kori,1983,F
Shaneka,1983,F
Alexia,1983,F
Consuelo,1983,F
Jazmin,1983,F
Joelle,1983,F
Johnna,1983,F
Kandace,1983,F
Micah,1983,F
Paola,1983,F
Kandi,1983,F
Krysta,1983,F
Starr,1983,F
Susie,1983,F
Ashlea,1983,F
Chana,1983,F
Cherish,1983,F
Deanne,1983,F
Kylee,1983,F
Stephenie,1983,F
Kirstin,1983,F
Nathalie,1983,F
Cameron,1983,F
Carley,1983,F
Harmony,1983,F
Jada,1983,F
Toccara,1983,F
Brook,1983,F
Caitlyn,1983,F
Cathryn,1983,F
Keely,1983,F
Brian,1983,F
Julianna,1983,F
Caryn,1983,F
Cassondra,1983,F
Ella,1983,F
Latoria,1983,F
Lia,1983,F
Rosalie,1983,F
Therese,1983,F
Bailey,1983,F
Eric,1983,F
Lawanda,1983,F
Marisela,1983,F
Valeria,1983,F
Dionne,1983,F
Ida,1983,F
Iesha,1983,F
Kacy,1983,F
Kerrie,1983,F
Reyna,1983,F
Cody,1983,F
Dixie,1983,F
Jessi,1983,F
Malia,1983,F
Mona,1983,F
Portia,1983,F
Tamera,1983,F
Tyesha,1983,F
Davina,1983,F
Kay,1983,F
Maira,1983,F
Rosalyn,1983,F
Shantell,1983,F
Suzanna,1983,F
Tana,1983,F
Alina,1983,F
Lois,1983,F
Meggan,1983,F
Katheryn,1983,F
Ursula,1983,F
Eunice,1983,F
Mai,1983,F
Shakira,1983,F
Shavonne,1983,F
Susanne,1983,F
Thomas,1983,F
Vera,1983,F
Ada,1983,F
Chaya,1983,F
Tawny,1983,F
Anya,1983,F
Lisette,1983,F
Kevin,1983,F
Magdalena,1983,F
Bernice,1983,F
Jan,1983,F
Karie,1983,F
Nicki,1983,F
Latoyia,1983,F
Darcie,1983,F
Shanon,1983,F
Violet,1983,F
Ebonie,1983,F
Florence,1983,F
Josefina,1983,F
Lorie,1983,F
Rhea,1983,F
Shanell,1983,F
Shena,1983,F
Kesha,1983,F
Sommer,1983,F
Yasmin,1983,F
Chantal,1983,F
Keli,1983,F
Kiana,1983,F
Luisa,1983,F
Marquitta,1983,F
Mildred,1983,F
Antionette,1983,F
Arianna,1983,F
Chanelle,1983,F
Denisha,1983,F
Elana,1983,F
Roseann,1983,F
Adria,1983,F
Alycia,1983,F
Letitia,1983,F
Marguita,1983,F
Natosha,1983,F
Nikia,1983,F
Sharita,1983,F
Tyra,1983,F
Leia,1983,F
Nicholas,1983,F
Ayesha,1983,F
Damaris,1983,F
Starla,1983,F
Latia,1983,F
Mckenzie,1983,F
Niki,1983,F
Rae,1983,F
Sophie,1983,F
Tammi,1983,F
Adam,1983,F
Angeline,1983,F
Brittani,1983,F
Felecia,1983,F
Greta,1983,F
Gwen,1983,F
Ivette,1983,F
Janessa,1983,F
Samatha,1983,F
Steven,1983,F
Tyler,1983,F
Kenyatta,1983,F
Luisana,1983,F
Marybeth,1983,F
Rosie,1983,F
Stephani,1983,F
Camilla,1983,F
Contessa,1983,F
Kasandra,1983,F
Lina,1983,F
Shira,1983,F
Tianna,1983,F
Aida,1983,F
Dusty,1983,F
Elicia,1983,F
Joanie,1983,F
Kristel,1983,F
Lynnette,1983,F
Nellie,1983,F
Shellie,1983,F
Annamarie,1983,F
Carlie,1983,F
Christiana,1983,F
May,1983,F
Emilia,1983,F
Joleen,1983,F
Leandra,1983,F
Leona,1983,F
Nicolle,1983,F
Richard,1983,F
Tawana,1983,F
Amberly,1983,F
Jayne,1983,F
Sunny,1983,F
Sunshine,1983,F
Tamar,1983,F
Tiesha,1983,F
Alesia,1983,F
Dorian,1983,F
Esperanza,1983,F
Jewel,1983,F
Latricia,1983,F
Sharee,1983,F
Talisha,1983,F
Timothy,1983,F
Anabel,1983,F
Bree,1983,F
Lucille,1983,F
Francisca,1983,F
Lila,1983,F
Marguerite,1983,F
Brigette,1983,F
Dannielle,1983,F
Farrah,1983,F
Kasie,1983,F
Charles,1983,F
Danna,1983,F
Dulce,1983,F
Latesha,1983,F
Margie,1983,F
Shanelle,1983,F
Shelia,1983,F
Brigitte,1983,F
Doreen,1983,F
Elvira,1983,F
Jammie,1983,F
Shannan,1983,F
Tiffaney,1983,F
Jeanie,1983,F
Katina,1983,F
Mindi,1983,F
Susannah,1983,F
Alysha,1983,F
Lilia,1983,F
Renata,1983,F
Rosario,1983,F
Shea,1983,F
Thelma,1983,F
Chante,1983,F
Cherise,1983,F
Chrissy,1983,F
Karly,1983,F
Lashawn,1983,F
Michell,1983,F
Reina,1983,F
Alysia,1983,F
Aracely,1983,F
Catalina,1983,F
Francis,1983,F
Ginny,1983,F
Sarita,1983,F
Vanesa,1983,F
Alena,1983,F
Cristen,1983,F
Dalia,1983,F
Jaqueline,1983,F
Jerri,1983,F
Kelsie,1983,F
Lissette,1983,F
Louisa,1983,F
Carli,1983,F
Erinn,1983,F
Gabriella,1983,F
Jeffrey,1983,F
Shaquita,1983,F
Shenika,1983,F
Chanda,1983,F
Sandi,1983,F
Shaunna,1983,F
Tawanna,1983,F
Alia,1983,F
Danyelle,1983,F
Gayle,1983,F
Kandis,1983,F
Lindsy,1983,F
Maren,1983,F
Nichelle,1983,F
Renita,1983,F
Star,1983,F
Delores,1983,F
Felisha,1983,F
Kortney,1983,F
Mariel,1983,F
Sarina,1983,F
Aleshia,1983,F
Bettina,1983,F
Maxine,1983,F
Nikita,1983,F
Patty,1983,F
Trinity,1983,F
Alishia,1983,F
Asha,1983,F
Paris,1983,F
Skye,1983,F
Stephany,1983,F
Tiffiny,1983,F
Adina,1983,F
Ava,1983,F
Carole,1983,F
Lakia,1983,F
Lidia,1983,F
Shawanda,1983,F
Charisse,1983,F
Danae,1983,F
Kaila,1983,F
Kellee,1983,F
Melodie,1983,F
Raina,1983,F
Angelita,1983,F
Ariane,1983,F
Cassi,1983,F
Kenisha,1983,F
Nichol,1983,F
Eryn,1983,F
Kristian,1983,F
Micaela,1983,F
Rashida,1983,F
Sharlene,1983,F
Suzette,1983,F
Anika,1983,F
Brie,1983,F
Essence,1983,F
Fabiola,1983,F
Juliette,1983,F
Lakiesha,1983,F
Leighann,1983,F
Lela,1983,F
Milagros,1983,F
Tamisha,1983,F
Tashina,1983,F
Bambi,1983,F
Chantell,1983,F
Davida,1983,F
Elsie,1983,F
Geraldine,1983,F
Julissa,1983,F
Marcela,1983,F
Shantelle,1983,F
Arianne,1983,F
Georgette,1983,F
Jacquelin,1983,F
Janis,1983,F
Karri,1983,F
Krysten,1983,F
Laquisha,1983,F
Nia,1983,F
Tawanda,1983,F
Toya,1983,F
Ilana,1983,F
Joi,1983,F
Lenora,1983,F
Mariela,1983,F
Shandra,1983,F
Adele,1983,F
Charla,1983,F
Jeniffer,1983,F
Magen,1983,F
Nakisha,1983,F
Samara,1983,F
Shandi,1983,F
Shaniqua,1983,F
Jeni,1983,F
Paulette,1983,F
Savanna,1983,F
Shelli,1983,F
Shemika,1983,F
Mariam,1983,F
Markita,1983,F
Melonie,1983,F
Rachele,1983,F
Racquel,1983,F
Benita,1983,F
Corinna,1983,F
Jaimee,1983,F
Karli,1983,F
Kera,1983,F
Lillie,1983,F
Rosalind,1983,F
Tomeka,1983,F
Benjamin,1983,F
Cami,1983,F
Mark,1983,F
Petra,1983,F
Deandra,1983,F
Deann,1983,F
Dustin,1983,F
Estrella,1983,F
Jenniffer,1983,F
Kaylan,1983,F
Kiera,1983,F
Nickie,1983,F
Nisha,1983,F
Quinn,1983,F
Steffanie,1983,F
Venus,1983,F
Cinthia,1983,F
Joslyn,1983,F
Natashia,1983,F
Shani,1983,F
Sharla,1983,F
Shenna,1983,F
Sherika,1983,F
Taisha,1983,F
Andra,1983,F
Cayla,1983,F
Faye,1983,F
Libby,1983,F
Nicola,1983,F
Reanna,1983,F
Ryann,1983,F
Serina,1983,F
Shay,1983,F
Thuy,1983,F
Candie,1983,F
Crista,1983,F
Niesha,1983,F
Phoebe,1983,F
Scarlett,1983,F
Sean,1983,F
Tamekia,1983,F
Winter,1983,F
Ashanti,1983,F
Ayana,1983,F
Imelda,1983,F
Jeremy,1983,F
Lorna,1983,F
Maryanne,1983,F
Rachell,1983,F
Rosanne,1983,F
Bobby,1983,F
Chelsi,1983,F
Codi,1983,F
Della,1983,F
Edwina,1983,F
Hazel,1983,F
Jacquline,1983,F
Janeen,1983,F
Lashunda,1983,F
Letisha,1983,F
Linnea,1983,F
Margot,1983,F
Mattie,1983,F
Shanel,1983,F
Shawnna,1983,F
Shemeka,1983,F
Tawnya,1983,F
Ayanna,1983,F
Breann,1983,F
Candyce,1983,F
Chanell,1983,F
Elvia,1983,F
Fiona,1983,F
Holley,1983,F
Joana,1983,F
Kasi,1983,F
Kaycee,1983,F
Kindra,1983,F
Lizbeth,1983,F
Magan,1983,F
Shaunte,1983,F
Bethanie,1983,F
Denice,1983,F
Kallie,1983,F
Latonia,1983,F
Logan,1983,F
Nastassia,1983,F
Pricilla,1983,F
Rayna,1983,F
Regan,1983,F
Roxann,1983,F
Travis,1983,F
Valentina,1983,F
Yajaira,1983,F
Crissy,1983,F
Desire,1983,F
Devan,1983,F
Gracie,1983,F
Jacqulyn,1983,F
Layla,1983,F
Syreeta,1983,F
Violeta,1983,F
Amalia,1983,F
Diamond,1983,F
Ebonee,1983,F
Lacee,1983,F
Monisha,1983,F
Myesha,1983,F
Nathan,1983,F
Tamica,1983,F
Taneisha,1983,F
Brett,1983,F
Britt,1983,F
Iliana,1983,F
Jenilee,1983,F
Jesenia,1983,F
Kamilah,1983,F
Krystina,1983,F
Lucretia,1983,F
Porsha,1983,F
Carmela,1983,F
Cassy,1983,F
Corie,1983,F
Cyrstal,1983,F
Estella,1983,F
Jacinda,1983,F
Jonna,1983,F
Juliann,1983,F
Paul,1983,F
Sarai,1983,F
Taneka,1983,F
Tequila,1983,F
Anisha,1983,F
